省份,日(日期),新增确诊,新增死亡,新增治愈,累计确诊,累计死亡,累计治愈,现有确诊
湖北省,2020年3月7日,74,28,1467,67666,2959,43500,21207
湖北省,2020年3月8日,41,27,1735,67707,2986,45235,19486
湖北省,2020年3月9日,36,22,1253,67743,3008,46488,18247
湖北省,2020年3月10日,17,16,1255,67760,3024,47743,16993
湖北省,2020年3月11日,13,22,1391,67773,3046,49134,15593
湖北省,2020年3月12日,8,10,1184,67781,3056,50318,14407
湖北省,2020年3月13日,5,6,1235,67786,3062,51553,13171
湖北省,2020年3月14日,4,13,1407,67790,3075,52960,11755
湖北省,2020年3月15日,4,10,1328,67794,3085,54288,10421
湖南省,2020年1月23日,5,0,0,9,0,0,9
湖南省,2020年1月24日,15,0,0,24,0,0,24
湖南省,2020年1月25日,19,0,0,43,0,0,43
湖南省,2020年1月26日,26,0,0,69,0,0,69
湖南省,2020年1月27日,31,0,0,100,0,0,100
湖南省,2020年1月28日,43,0,0,143,0,0,143
湖南省,2020年1月29日,78,0,0,221,0,0,221
湖南省,2020年1月30日,56,0,2,277,0,2,275
湖南省,2020年1月31日,55,0,0,332,0,2,330
湖南省,2020年2月1日,57,0,6,389,0,8,381
湖南省,2020年2月2日,74,0,8,463,0,16,447
湖南省,2020年2月3日,58,0,6,521,0,22,499
湖南省,2020年2月4日,72,0,9,593,0,31,562
湖南省,2020年2月5日,68,0,23,661,0,54,607
湖南省,2020年2月6日,50,0,27,711,0,81,630
湖南省,2020年2月7日,61,0,31,772,0,112,660
湖南省,2020年2月8日,31,1,44,803,1,156,646
湖南省,2020年2月9日,35,0,30,838,1,186,651
湖南省,2020年2月10日,41,0,22,879,1,208,670
湖南省,2020年2月11日,33,0,39,912,1,247,664
湖南省,2020年2月12日,34,1,57,946,2,304,640
湖南省,2020年2月13日,22,0,35,968,2,339,627
湖南省,2020年2月14日,20,0,25,988,2,364,622
湖南省,2020年2月15日,13,0,61,1001,2,425,574
湖南省,2020年2月16日,3,1,39,1004,3,464,537
湖南省,2020年2月17日,2,0,34,1006,3,498,505
湖南省,2020年2月18日,1,1,29,1007,4,527,476
湖南省,2020年2月19日,1,0,34,1008,4,561,443
湖南省,2020年2月20日,2,0,73,1010,4,634,372
湖南省,2020年2月21日,1,0,27,1011,4,661,346
湖南省,2020年2月22日,2,0,31,1013,4,692,317
湖南省,2020年2月23日,3,0,22,1016,4,714,298
湖南省,2020年2月24日,0,0,17,1016,4,731,281
湖南省,2020年2月25日,0,0,37,1016,4,768,244
湖南省,2020年2月26日,0,0,15,1016,4,783,229
湖南省,2020年2月27日,1,0,21,1017,4,804,209
湖南省,2020年2月28日,0,0,26,1017,4,830,183
湖南省,2020年2月29日,1,0,16,1018,4,846,168
湖南省,2020年3月1日,0,0,20,1018,4,866,148
湖南省,2020年3月2日,0,0,21,1018,4,887,127
湖南省,2020年3月3日,0,0,19,1018,4,906,108
湖南省,2020年3月4日,0,0,10,1018,4,916,98
湖南省,2020年3月5日,0,0,22,1018,4,938,76
湖南省,2020年3月6日,0,0,17,1018,4,955,59
湖南省,2020年3月7日,0,0,5,1018,4,960,54
湖南省,2020年3月8日,0,0,8,1018,4,968,46
湖南省,2020年3月9日,0,0,11,1018,4,979,35
湖南省,2020年3月10日,0,0,11,1018,4,990,24
湖南省,2020年3月11日,0,0,5,1018,4,995,19
湖南省,2020年3月12日,0,0,4,1018,4,999,15
湖南省,2020年3月13日,0,0,6,1018,4,1005,9
湖南省,2020年3月14日,0,0,9,1018,4,1014,0
湖南省,2020年3月15日,0,0,0,1018,4,1014,0
吉林省,2020年1月23日,1,0,0,1,0,0,1
吉林省,2020年1月24日,2,0,0,3,0,0,3
吉林省,2020年1月25日,1,0,0,4,0,0,4
吉林省,2020年1月26日,0,0,0,4,0,0,4
吉林省,2020年1月27日,2,0,0,6,0,0,6
吉林省,2020年1月28日,2,0,0,8,0,0,8
吉林省,2020年1月29日,1,0,0,9,0,0,9
吉林省,2020年1月30日,5,0,1,14,0,1,13
吉林省,2020年1月31日,0,0,0,14,0,1,13
吉林省,2020年2月1日,3,0,0,17,0,1,16
吉林省,2020年2月2日,6,0,0,23,0,1,22
吉林省,2020年2月3日,8,0,0,31,0,1,30
吉林省,2020年2月4日,11,0,0,42,0,1,41
吉林省,2020年2月5日,12,0,1,54,0,2,52
吉林省,2020年2月6日,5,0,2,59,0,4,55
吉林省,2020年2月7日,6,1,0,65,1,4,60
吉林省,2020年2月8日,4,0,0,69,1,4,64
吉林省,2020年2月9日,9,0,8,78,1,12,65
吉林省,2020年2月10日,2,0,1,80,1,13,66
吉林省,2020年2月11日,1,0,5,81,1,18,62
吉林省,2020年2月12日,2,0,4,83,1,22,60
吉林省,2020年2月13日,1,0,2,84,1,24,59
吉林省,2020年2月14日,2,0,1,86,1,25,60
吉林省,2020年2月15日,2,0,1,88,1,26,61
吉林省,2020年2月16日,1,0,4,89,1,30,58
吉林省,2020年2月17日,0,0,4,89,1,34,54
吉林省,2020年2月18日,0,0,2,89,1,36,52
吉林省,2020年2月19日,1,0,1,90,1,37,52
吉林省,2020年2月20日,1,0,6,91,1,43,47
吉林省,2020年2月21日,0,0,2,91,1,45,45
吉林省,2020年2月22日,0,0,7,91,1,52,38
吉林省,2020年2月23日,0,0,2,91,1,54,36
吉林省,2020年2月24日,2,0,6,93,1,60,32
吉林省,2020年2月25日,0,0,3,93,1,63,29
吉林省,2020年2月26日,0,0,2,93,1,65,27
吉林省,2020年2月27日,0,0,2,93,1,67,25
吉林省,2020年2月28日,0,0,6,93,1,73,19
吉林省,2020年2月29日,0,0,2,93,1,75,17
吉林省,2020年3月1日,0,0,3,93,1,78,14
吉林省,2020年3月2日,0,0,5,93,1,83,9
吉林省,2020年3月3日,0,0,0,93,1,83,9
吉林省,2020年3月4日,0,0,3,93,1,86,6
吉林省,2020年3月5日,0,0,2,93,1,88,4
吉林省,2020年3月6日,0,0,2,93,1,90,2
吉林省,2020年3月7日,0,0,0,93,1,90,2
吉林省,2020年3月8日,0,0,0,93,1,90,2
吉林省,2020年3月9日,0,0,1,93,1,91,1
吉林省,2020年3月10日,0,0,0,93,1,91,1
吉林省,2020年3月11日,0,0,0,93,1,91,1
吉林省,2020年3月12日,0,0,0,93,1,91,1
吉林省,2020年3月13日,0,0,0,93,1,91,1
吉林省,2020年3月14日,0,0,0,93,1,91,1
吉林省,2020年3月15日,0,0,0,93,1,91,1
江苏省,2020年1月23日,4,0,0,5,0,0,5
江苏省,2020年1月24日,4,0,0,9,0,0,9
江苏省,2020年1月25日,9,0,1,18,0,1,17
江苏省,2020年1月26日,15,0,0,33,0,1,32
江苏省,2020年1月27日,14,0,0,47,0,1,46
江苏省,2020年1月28日,23,0,0,70,0,1,69
江苏省,2020年1月29日,29,0,0,99,0,1,98
江苏省,2020年1月30日,30,0,0,129,0,1,128
江苏省,2020年1月31日,39,0,4,168,0,5,163
江苏省,2020年2月1日,34,0,1,202,0,6,196
江苏省,2020年2月2日,34,0,1,236,0,7,229
江苏省,2020年2月3日,35,0,1,271,0,8,263
江苏省,2020年2月4日,37,0,4,308,0,12,296
江苏省,2020年2月5日,33,0,11,341,0,23,318
江苏省,2020年2月6日,32,0,11,373,0,34,339
江苏省,2020年2月7日,35,0,9,408,0,43,365
江苏省,2020年2月8日,31,0,8,439,0,51,388
江苏省,2020年2月9日,29,0,20,468,0,71,397
江苏省,2020年2月10日,24,0,10,492,0,81,411
江苏省,2020年2月11日,23,0,12,515,0,93,422
江苏省,2020年2月12日,28,0,32,543,0,125,418
江苏省,2020年2月13日,27,0,14,570,0,139,431
江苏省,2020年2月14日,23,0,18,593,0,157,436
江苏省,2020年2月15日,11,0,29,604,0,186,418
江苏省,2020年2月16日,13,0,32,617,0,218,399
江苏省,2020年2月17日,9,0,40,626,0,258,368
江苏省,2020年2月18日,3,0,22,629,0,280,349
江苏省,2020年2月19日,2,0,38,631,0,318,313
江苏省,2020年2月20日,0,0,38,631,0,356,275
江苏省,2020年2月21日,0,0,17,631,0,373,258
江苏省,2020年2月22日,0,0,28,631,0,401,230
江苏省,2020年2月23日,0,0,17,631,0,418,213
江苏省,2020年2月24日,0,0,34,631,0,452,179
江苏省,2020年2月25日,0,0,6,631,0,458,173
江苏省,2020年2月26日,0,0,20,631,0,478,153
江苏省,2020年2月27日,0,0,20,631,0,498,133
江苏省,2020年2月28日,0,0,17,631,0,515,116
江苏省,2020年2月29日,0,0,8,631,0,523,108
江苏省,2020年3月1日,0,0,13,631,0,536,95
江苏省,2020年3月2日,0,0,7,631,0,543,88
江苏省,2020年3月3日,0,0,19,631,0,562,69
江苏省,2020年3月4日,0,0,15,631,0,577,54
江苏省,2020年3月5日,0,0,6,631,0,583,48
江苏省,2020年3月6日,0,0,11,631,0,594,37
江苏省,2020年3月7日,0,0,12,631,0,606,25
江苏省,2020年3月8日,0,0,6,631,0,612,19
江苏省,2020年3月9日,0,0,9,631,0,621,10
江苏省,2020年3月10日,0,0,6,631,0,627,4
江苏省,2020年3月11日,0,0,0,631,0,627,4
江苏省,2020年3月12日,0,0,2,631,0,629,2
江苏省,2020年3月13日,0,0,1,631,0,630,1
江苏省,2020年3月14日,0,0,0,631,0,630,1
江苏省,2020年3月15日,0,0,1,631,0,631,0
江西省,2020年1月23日,5,0,0,7,0,0,7
江西省,2020年1月24日,11,0,0,18,0,0,18
江西省,2020年1月25日,0,0,0,18,0,0,18
江西省,2020年1月26日,18,0,0,36,0,0,36
江西省,2020年1月27日,36,0,2,72,0,2,70
江西省,2020年1月28日,37,0,1,109,0,3,106
江西省,2020年1月29日,0,0,0,109,0,3,106
江西省,2020年1月30日,53,0,2,162,0,5,157
江西省,2020年1月31日,78,0,2,240,0,7,233
江西省,2020年2月1日,46,0,2,286,0,9,277
江西省,2020年2月2日,47,0,3,333,0,12,321
江西省,2020年2月3日,58,0,6,391,0,18,373
江西省,2020年2月4日,85,0,2,476,0,20,456
江西省,2020年2月5日,72,0,7,548,0,27,521
江西省,2020年2月6日,52,0,10,600,0,37,563
江西省,2020年2月7日,61,0,8,661,0,45,616
江西省,2020年2月8日,37,0,10,698,0,55,643
江西省,2020年2月9日,42,0,18,740,0,73,667
江西省,2020年2月10日,31,1,32,771,1,105,665
江西省,2020年2月11日,33,0,23,804,1,128,675
江西省,2020年2月12日,40,0,24,844,1,152,691
江西省,2020年2月13日,28,0,18,872,1,170,701
江西省,2020年2月14日,28,0,17,900,1,187,712
江西省,2020年2月15日,13,0,23,913,1,210,702
江西省,2020年2月16日,12,0,30,925,1,240,684
江西省,2020年2月17日,5,0,35,930,1,275,654
江西省,2020年2月18日,3,0,35,933,1,310,622
江西省,2020年2月19日,1,0,52,934,1,362,571
江西省,2020年2月20日,0,0,71,934,1,433,500
江西省,2020年2月21日,0,0,56,934,1,489,444
江西省,2020年2月22日,0,0,66,934,1,555,378
江西省,2020年2月23日,0,0,58,934,1,613,320
江西省,2020年2月24日,0,0,32,934,1,645,288
江西省,2020年2月25日,0,0,38,934,1,683,250
江西省,2020年2月26日,0,0,36,934,1,719,214
江西省,2020年2月27日,0,0,35,934,1,754,179
江西省,2020年2月28日,1,0,36,935,1,790,144
江西省,2020年2月29日,0,0,21,935,1,811,123
江西省,2020年3月1日,0,0,20,935,1,831,103
江西省,2020年3月2日,0,0,19,935,1,850,84
江西省,2020年3月3日,0,0,20,935,1,870,64
江西省,2020年3月4日,0,0,14,935,1,884,50
江西省,2020年3月5日,0,0,17,935,1,901,33
江西省,2020年3月6日,0,0,8,935,1,909,25
江西省,2020年3月7日,0,0,7,935,1,916,18
江西省,2020年3月8日,0,0,3,935,1,919,15
江西省,2020年3月9日,0,0,4,935,1,923,11
江西省,2020年3月10日,0,0,4,935,1,927,7
江西省,2020年3月11日,0,0,5,935,1,932,2
江西省,2020年3月12日,0,0,2,935,1,934,0
江西省,2020年3月13日,0,0,0,935,1,934,0
江西省,2020年3月14日,0,0,0,935,1,934,0
江西省,2020年3月15日,0,0,0,935,1,934,0
辽宁省,2020年1月23日,1,0,0,3,0,0,3
辽宁省,2020年1月24日,1,0,0,4,0,0,4
辽宁省,2020年1月25日,13,0,0,17,0,0,17
辽宁省,2020年1月26日,4,0,0,21,0,0,21
辽宁省,2020年1月27日,6,0,0,27,0,0,27
辽宁省,2020年1月28日,7,0,0,34,0,0,34
辽宁省,2020年1月29日,5,0,1,39,0,1,38
辽宁省,2020年1月30日,2,0,0,41,0,1,40
辽宁省,2020年1月31日,7,0,0,48,0,1,47
辽宁省,2020年2月1日,16,0,0,64,0,1,63
辽宁省,2020年2月2日,6,0,0,70,0,1,69
辽宁省,2020年2月3日,4,0,0,74,0,1,73
辽宁省,2020年2月4日,7,0,1,81,0,2,79
辽宁省,2020年2月5日,8,0,2,89,0,4,85
辽宁省,2020年2月6日,5,0,1,94,0,5,89
辽宁省,2020年2月7日,5,0,2,99,0,7,92
辽宁省,2020年2月8日,6,0,1,105,0,8,97
辽宁省,2020年2月9日,2,0,4,107,0,12,95
辽宁省,2020年2月10日,1,0,1,108,0,13,95
辽宁省,2020年2月11日,3,0,6,111,0,19,92
辽宁省,2020年2月12日,5,1,1,116,1,20,95
辽宁省,2020年2月13日,1,0,2,117,1,22,94
辽宁省,2020年2月14日,2,0,7,119,1,29,89
辽宁省,2020年2月15日,0,0,2,119,1,31,87
辽宁省,2020年2月16日,2,0,9,121,1,40,80
辽宁省,2020年2月17日,0,0,3,121,1,43,77
辽宁省,2020年2月18日,0,0,10,121,1,53,67
辽宁省,2020年2月19日,0,0,2,121,1,55,65
辽宁省,2020年2月20日,0,0,4,121,1,59,61
辽宁省,2020年2月21日,0,0,2,121,1,61,59
辽宁省,2020年2月22日,0,0,5,121,1,66,54
辽宁省,2020年2月23日,0,0,7,121,1,73,47
辽宁省,2020年2月24日,0,0,7,121,1,80,40
辽宁省,2020年2月25日,0,0,3,121,1,83,37
辽宁省,2020年2月26日,0,0,5,121,1,88,32
辽宁省,2020年2月27日,0,0,5,121,1,93,27
辽宁省,2020年2月28日,0,0,0,121,1,93,27
辽宁省,2020年2月29日,0,0,3,121,1,96,24
辽宁省,2020年3月1日,1,0,7,122,1,103,18
辽宁省,2020年3月2日,0,0,0,122,1,103,18
辽宁省,2020年3月3日,3,0,3,125,1,106,18
辽宁省,2020年3月4日,0,0,0,125,1,106,18
辽宁省,2020年3月5日,0,0,0,125,1,106,18
辽宁省,2020年3月6日,0,0,0,125,1,106,18
辽宁省,2020年3月7日,0,0,1,125,1,107,17
辽宁省,2020年3月8日,0,0,2,125,1,109,15
辽宁省,2020年3月9日,0,0,0,125,1,109,15
辽宁省,2020年3月10日,0,0,2,125,1,111,13
辽宁省,2020年3月11日,0,0,0,125,1,111,13
辽宁省,2020年3月12日,0,0,1,125,1,112,12
辽宁省,2020年3月13日,0,0,0,125,1,112,12
辽宁省,2020年3月14日,0,0,1,125,1,113,11
辽宁省,2020年3月15日,0,0,1,125,1,114,10
内蒙古自治区,2020年1月23日,0,0,0,0,0,0,0
内蒙古自治区,2020年1月24日,1,0,0,1,0,0,1
内蒙古自治区,2020年1月25日,6,0,0,7,0,0,7
内蒙古自治区,2020年1月26日,0,0,0,7,0,0,7
内蒙古自治区,2020年1月27日,4,0,0,11,0,0,11
内蒙古自治区,2020年1月28日,4,0,0,15,0,0,15
内蒙古自治区,2020年1月29日,1,0,0,16,0,0,16
内蒙古自治区,2020年1月30日,3,0,0,19,0,0,19
内蒙古自治区,2020年1月31日,1,0,1,20,0,1,19
内蒙古自治区,2020年2月1日,3,0,0,23,0,1,22
内蒙古自治区,2020年2月2日,4,0,0,27,0,1,26
内蒙古自治区,2020年2月3日,7,0,0,34,0,1,33
内蒙古自治区,2020年2月4日,1,0,0,35,0,1,34
内蒙古自治区,2020年2月5日,7,0,2,42,0,3,39
内蒙古自治区,2020年2月6日,4,0,1,46,0,4,42
内蒙古自治区,2020年2月7日,4,0,1,50,0,5,45
内蒙古自治区,2020年2月8日,2,0,0,52,0,5,47
内蒙古自治区,2020年2月9日,2,0,0,54,0,5,49
内蒙古自治区,2020年2月10日,4,0,0,58,0,5,53
内蒙古自治区,2020年2月11日,0,0,0,58,0,5,53
内蒙古自治区,2020年2月12日,2,0,1,60,0,6,54
内蒙古自治区,2020年2月13日,1,0,0,61,0,6,55
内蒙古自治区,2020年2月14日,4,0,0,65,0,6,59
内蒙古自治区,2020年2月15日,3,0,1,68,0,7,61
内蒙古自治区,2020年2月16日,2,0,1,70,0,8,62
内蒙古自治区,2020年2月17日,2,0,0,72,0,8,64
内蒙古自治区,2020年2月18日,1,0,0,73,0,8,65
内蒙古自治区,2020年2月19日,2,0,2,75,0,10,65
内蒙古自治区,2020年2月20日,0,0,6,75,0,16,59
内蒙古自治区,2020年2月21日,0,0,1,75,0,17,58
内蒙古自治区,2020年2月22日,0,0,9,75,0,26,49
内蒙古自治区,2020年2月23日,0,0,1,75,0,27,48
内蒙古自治区,2020年2月24日,0,0,7,75,0,34,41
内蒙古自治区,2020年2月25日,0,0,1,75,0,35,40
内蒙古自治区,2020年2月26日,0,0,3,75,0,38,37
内蒙古自治区,2020年2月27日,0,0,5,75,0,43,32
内蒙古自治区,2020年2月28日,0,0,2,75,0,45,30
内蒙古自治区,2020年2月29日,0,0,4,75,0,49,26
内蒙古自治区,2020年3月1日,0,0,3,75,0,52,23
内蒙古自治区,2020年3月2日,0,0,2,75,0,54,21
内蒙古自治区,2020年3月3日,0,1,5,75,1,59,15
内蒙古自治区,2020年3月4日,0,0,4,75,1,63,11
内蒙古自治区,2020年3月5日,0,0,2,75,1,65,9
内蒙古自治区,2020年3月6日,0,0,0,75,1,65,9
内蒙古自治区,2020年3月7日,0,0,2,75,1,67,7
内蒙古自治区,2020年3月8日,0,0,3,75,1,70,4
内蒙古自治区,2020年3月9日,0,0,0,75,1,70,4
内蒙古自治区,2020年3月10日,0,0,0,75,1,70,4
内蒙古自治区,2020年3月11日,0,0,1,75,1,71,3
内蒙古自治区,2020年3月12日,0,0,0,75,1,71,3
内蒙古自治区,2020年3月13日,0,0,0,75,1,71,3
内蒙古自治区,2020年3月14日,0,0,0,75,1,71,3
内蒙古自治区,2020年3月15日,0,0,0,75,1,71,3
宁夏回族自治区,2020年1月23日,0,0,0,1,0,0,1
宁夏回族自治区,2020年1月24日,1,0,0,2,0,0,2
宁夏回族自治区,2020年1月25日,1,0,0,3,0,0,3
宁夏回族自治区,2020年1月26日,1,0,0,4,0,0,4
宁夏回族自治区,2020年1月27日,3,0,0,7,0,0,7
宁夏回族自治区,2020年1月28日,4,0,0,11,0,0,11
宁夏回族自治区,2020年1月29日,1,0,0,12,0,0,12
宁夏回族自治区,2020年1月30日,5,0,0,17,0,0,17
宁夏回族自治区,2020年1月31日,4,0,0,21,0,0,21
宁夏回族自治区,2020年2月1日,5,0,0,26,0,0,26
宁夏回族自治区,2020年2月2日,2,0,0,28,0,0,28
宁夏回族自治区,2020年2月3日,3,0,1,31,0,1,30
宁夏回族自治区,2020年2月4日,3,0,0,34,0,1,33
宁夏回族自治区,2020年2月5日,0,0,0,34,0,1,33
宁夏回族自治区,2020年2月6日,6,0,0,40,0,1,39
宁夏回族自治区,2020年2月7日,3,0,4,43,0,5,38
宁夏回族自治区,2020年2月8日,2,0,10,45,0,15,30
宁夏回族自治区,2020年2月9日,0,0,-2,45,0,13,32
宁夏回族自治区,2020年2月10日,4,0,0,49,0,13,36
宁夏回族自治区,2020年2月11日,4,0,9,53,0,22,31
宁夏回族自治区,2020年2月12日,5,0,2,58,0,24,34
宁夏回族自治区,2020年2月13日,6,0,0,64,0,24,40
宁夏回族自治区,2020年2月14日,3,0,0,67,0,24,43
宁夏回族自治区,2020年2月15日,3,0,9,70,0,33,37
宁夏回族自治区,2020年2月16日,0,0,0,70,0,33,37
宁夏回族自治区,2020年2月17日,0,0,2,70,0,35,35
宁夏回族自治区,2020年2月18日,0,0,7,70,0,42,28
宁夏回族自治区,2020年2月19日,1,0,0,71,0,42,29
宁夏回族自治区,2020年2月20日,0,0,2,71,0,44,27
宁夏回族自治区,2020年2月21日,0,0,4,71,0,48,23
宁夏回族自治区,2020年2月22日,0,0,0,71,0,48,23
宁夏回族自治区,2020年2月23日,0,0,8,71,0,56,15
宁夏回族自治区,2020年2月24日,0,0,2,71,0,58,13
宁夏回族自治区,2020年2月25日,0,0,3,71,0,61,10
宁夏回族自治区,2020年2月26日,0,0,4,71,0,65,6
宁夏回族自治区,2020年2月27日,1,0,3,72,0,68,4
宁夏回族自治区,2020年2月28日,0,0,0,72,0,68,4
宁夏回族自治区,2020年2月29日,1,0,1,73,0,69,4
宁夏回族自治区,2020年3月1日,0,0,0,73,0,69,4
宁夏回族自治区,2020年3月2日,1,0,0,74,0,69,5
宁夏回族自治区,2020年3月3日,0,0,0,74,0,69,5
宁夏回族自治区,2020年3月4日,1,0,0,75,0,69,6
宁夏回族自治区,2020年3月5日,0,0,0,75,0,69,6
宁夏回族自治区,2020年3月6日,0,0,2,75,0,71,4
宁夏回族自治区,2020年3月7日,0,0,0,75,0,71,4
宁夏回族自治区,2020年3月8日,0,0,0,75,0,71,4
宁夏回族自治区,2020年3月9日,0,0,0,75,0,71,4
宁夏回族自治区,2020年3月10日,0,0,0,75,0,71,4
宁夏回族自治区,2020年3月11日,0,0,1,75,0,72,3
宁夏回族自治区,2020年3月12日,0,0,0,75,0,72,3
宁夏回族自治区,2020年3月13日,0,0,0,75,0,72,3
宁夏回族自治区,2020年3月14日,0,0,1,75,0,73,2
宁夏回族自治区,2020年3月15日,0,0,0,75,0,73,2
青海省,2020年1月23日,0,0,0,0,0,0,0
青海省,2020年1月24日,0,0,0,0,0,0,0
青海省,2020年1月25日,1,0,0,1,0,0,1
青海省,2020年1月26日,0,0,0,1,0,0,1
青海省,2020年1月27日,5,0,0,6,0,0,6
青海省,2020年1月28日,0,0,0,6,0,0,6
青海省,2020年1月29日,0,0,0,6,0,0,6
青海省,2020年1月30日,2,0,0,8,0,0,8
青海省,2020年1月31日,0,0,0,8,0,0,8
青海省,2020年2月1日,1,0,0,9,0,0,9
青海省,2020年2月2日,2,0,0,11,0,0,11
青海省,2020年2月3日,2,0,0,13,0,0,13
青海省,2020年2月4日,2,0,0,15,0,0,15
青海省,2020年2月5日,2,0,3,17,0,3,14
青海省,2020年2月6日,1,0,0,18,0,3,15
青海省,2020年2月7日,0,0,0,18,0,3,15
青海省,2020年2月8日,0,0,0,18,0,3,15
青海省,2020年2月9日,0,0,0,18,0,3,15
青海省,2020年2月10日,0,0,0,18,0,3,15
青海省,2020年2月11日,0,0,2,18,0,5,13
青海省,2020年2月12日,0,0,4,18,0,9,9
青海省,2020年2月13日,0,0,2,18,0,11,7
青海省,2020年2月14日,0,0,0,18,0,11,7
青海省,2020年2月15日,0,0,2,18,0,13,5
青海省,2020年2月16日,0,0,0,18,0,13,5
青海省,2020年2月17日,0,0,0,18,0,13,5
青海省,2020年2月18日,0,0,2,18,0,15,3
青海省,2020年2月19日,0,0,1,18,0,16,2
青海省,2020年2月20日,0,0,0,18,0,16,2
青海省,2020年2月21日,0,0,2,18,0,18,0
青海省,2020年2月22日,0,0,0,18,0,18,0
青海省,2020年2月23日,0,0,0,18,0,18,0
青海省,2020年2月24日,0,0,0,18,0,18,0
青海省,2020年2月25日,0,0,0,18,0,18,0
青海省,2020年2月26日,0,0,0,18,0,18,0
青海省,2020年2月27日,0,0,0,18,0,18,0
青海省,2020年2月28日,0,0,0,18,0,18,0
青海省,2020年2月29日,0,0,0,18,0,18,0
青海省,2020年3月1日,0,0,0,18,0,18,0
青海省,2020年3月2日,0,0,0,18,0,18,0
青海省,2020年3月3日,0,0,0,18,0,18,0
青海省,2020年3月4日,0,0,0,18,0,18,0
青海省,2020年3月5日,0,0,0,18,0,18,0
青海省,2020年3月6日,0,0,0,18,0,18,0
青海省,2020年3月7日,0,0,0,18,0,18,0
青海省,2020年3月8日,0,0,0,18,0,18,0
青海省,2020年3月9日,0,0,0,18,0,18,0
青海省,2020年3月10日,0,0,0,18,0,18,0
青海省,2020年3月11日,0,0,0,18,0,18,0
青海省,2020年3月12日,0,0,0,18,0,18,0
青海省,2020年3月13日,0,0,0,18,0,18,0
青海省,2020年3月14日,0,0,0,18,0,18,0
青海省,2020年3月15日,0,0,0,18,0,18,0
山东省,2020年1月23日,4,0,0,6,0,0,6
山东省,2020年1月24日,9,0,0,15,0,0,15
山东省,2020年1月25日,12,0,0,27,0,0,27
山东省,2020年1月26日,19,0,0,46,0,0,46
山东省,2020年1月27日,29,0,0,75,0,0,75
山东省,2020年1月28日,20,0,0,95,0,0,95
山东省,2020年1月29日,35,0,1,130,0,1,129
山东省,2020年1月30日,28,0,0,158,0,1,157
山东省,2020年1月31日,26,0,1,184,0,2,182
山东省,2020年2月1日,22,0,1,206,0,3,203
山东省,2020年2月2日,24,0,3,230,0,6,224
山东省,2020年2月3日,29,0,1,259,0,7,252
山东省,2020年2月4日,16,0,4,275,0,11,264
山东省,2020年2月5日,32,0,4,307,0,15,292
山东省,2020年2月6日,40,0,12,347,0,27,320
山东省,2020年2月7日,39,0,10,386,0,37,349
山东省,2020年2月8日,30,0,7,416,0,44,372
山东省,2020年2月9日,28,1,19,444,1,63,380
山东省,2020年2月10日,22,0,3,466,1,66,399
山东省,2020年2月11日,21,0,14,487,1,80,406
山东省,2020年2月12日,10,1,12,497,2,92,403
山东省,2020年2月13日,12,0,13,509,2,105,402
山东省,2020年2月14日,14,0,31,523,2,136,385
山东省,2020年2月15日,9,0,20,532,2,156,374
山东省,2020年2月16日,5,0,17,537,2,173,362
山东省,2020年2月17日,4,0,18,541,2,191,348
山东省,2020年2月18日,2,1,20,543,3,211,329
山东省,2020年2月19日,1,0,20,544,3,231,310
山东省,2020年2月20日,2,1,23,546,4,254,288
山东省,2020年2月21日,203,0,27,749,4,281,464
山东省,2020年2月22日,1,0,21,750,4,302,444
山东省,2020年2月23日,4,0,19,754,4,321,429
山东省,2020年2月24日,1,1,22,755,5,343,407
山东省,2020年2月25日,1,1,12,756,6,355,395
山东省,2020年2月26日,0,0,22,756,6,377,373
山东省,2020年2月27日,0,0,10,756,6,387,363
山东省,2020年2月28日,0,0,18,756,6,405,345
山东省,2020年2月29日,0,0,16,756,6,421,329
山东省,2020年3月1日,2,0,22,758,6,443,309
山东省,2020年3月2日,0,0,17,758,6,460,292
山东省,2020年3月3日,0,0,51,758,6,511,241
山东省,2020年3月4日,0,0,5,758,6,516,236
山东省,2020年3月5日,0,0,62,758,6,578,174
山东省,2020年3月6日,0,0,40,758,6,618,134
山东省,2020年3月7日,0,0,9,758,6,627,125
山东省,2020年3月8日,0,0,15,758,6,642,110
山东省,2020年3月9日,0,0,58,758,6,700,52
山东省,2020年3月10日,0,0,19,758,6,719,33
山东省,2020年3月11日,2,0,7,760,6,726,28
山东省,2020年3月12日,0,0,8,760,6,734,20
山东省,2020年3月13日,0,1,5,760,7,739,14
山东省,2020年3月14日,0,0,2,760,7,741,12
山东省,2020年3月15日,0,0,0,760,7,741,12
山西省,2020年1月23日,0,0,0,1,0,0,1
山西省,2020年1月24日,0,0,0,1,0,0,1
山西省,2020年1月25日,5,0,0,6,0,0,6
山西省,2020年1月26日,3,0,0,9,0,0,9
山西省,2020年1月27日,4,0,0,13,0,0,13
山西省,2020年1月28日,14,0,0,27,0,0,27
山西省,2020年1月29日,0,0,1,27,0,1,26
山西省,2020年1月30日,8,0,0,35,0,1,34
山西省,2020年1月31日,4,0,0,39,0,1,38
山西省,2020年2月1日,8,0,0,47,0,1,46
山西省,2020年2月2日,19,0,2,66,0,3,63
山西省,2020年2月3日,8,0,-1,74,0,2,72
山西省,2020年2月4日,7,0,2,81,0,4,77
山西省,2020年2月5日,0,0,1,81,0,5,76
